real main.EffCooling_Global[27](t) = [
1971,         1.5,          1.3,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          1.5,          
1972,         1.531034,     1.3,          1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     1.531034,     
1973,         1.562069,     1.3,          1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     1.562069,     
1974,         1.593103,     1.3,          1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     1.593103,     
1975,         1.624138,     1.3,          1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     1.624138,     
1976,         1.655172,     1.3,          1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     1.655172,     
1977,         1.686207,     1.3,          1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     1.686207,     
1978,         1.717241,     1.3,          1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     1.717241,     
1979,         1.748276,     1.3,          1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     1.748276,     
1980,         1.77931,      1.3,          1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      1.77931,      
