real main.UEC_unit_new[27,11](t) = [
1971,         
1,            1,            1,            449.7753,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            449.7753,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            221.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            221.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            449.7753,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            171.0279,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            1,            1,            1,            6.871,        4.944,        1,            1,            1,            

1972,         
1,            1,            1,            453.4796,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            453.4796,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            173.1028,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            173.1028,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            173.1028,     1,            100,          6.871,        4.944,        1,            1,            1,            
1,            1,            1,            173.1028,     1,            100,          6.871,        4.944,        1,            1,            1,            
