real main.UEC_beta[27,11] =
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            0.959,        1,            0.96,         1,            1,            1,            1,            1,            
1,            1,            1,            1,            1,            1,            1,            1,            1,            1,            1
;
