real main.Beta_Global[27,3,7] = [
1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            

1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            

1,            2.888,        3.3,          5,            5,            3,            1,            
3.584,        2.888,        5,            5,            5,            3,            4.954,        
3.13,         3.3,          5,            5,            5,            3,            6.036,        

1,            4,            4,            5,            5,            3,            1,            
3.584,        3.214,        4,            5,            5,            3,            4.954,        
3.13,         3.214,        5,            5,            5,            3,            6.036,        

1,            2.888,        2.888,        5,            5,            3,            1,            
0.501,        2.888,        2.888,        5,            5,            3,            4.954,        
1.194,        2.888,        2.888,        5,            5,            3,            6.036,        

1,            3.214,        5,            5,            5,            3,            1,            
3.584,        3.214,        5,            5,            5,            3,            4.954,        
3.13,         3.214,        5,            5,            5,            3,            6.036,        

1,            4.8,          4.8,          5,            5,            3,            1,            
3.584,        2.429,        8.409,        5,            5,            3,            4.954,        
1.194,        4.19,         11.882,       5,            5,            3,            6.036,        

1,            3.214,        3.214,        5,            5,            3,            1,            
3.584,        3.214,        3.214,        5,            5,            3,            4.954,        
3.13,         3.214,        3.214,        5,            5,            3,            6.036,        

1,            3.214,        3.214,        5,            5,            3,            1,            
3.584,        3.214,        3.214,        5,            5,            3,            4.954,        
3.13,         3.214,        3.214,        5,            5,            3,            6.036,        

1,            2.888,        2.888,        5,            5,            3,            1,            
0.501,        2.429,        8.409,        5,            5,            3,            4.954,        
1.194,        4.19,         11.882,       5,            5,            3,            6.036,        

1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            

1,            3.214,        3.214,        5,            5,            3,            1,            
3.584,        3.214,        3.214,        5,            5,            3,            1,            
3.13,         3.214,        3.214,        5,            5,            3,            1,            

1,            3.214,        3.214,        5,            5,            3,            1,            
3.584,        3.214,        3.214,        5,            5,            3,            4.954,        
3.13,         3.214,        3.214,        5,            5,            3,            6.036,        

1,            1,            1,            5,            5,            3,            1,            
3.584,        3.214,        3.214,        5,            5,            3,            4.954,        
3.13,         3.214,        3.214,        5,            5,            3,            6.036,        

1,            1,            1,            5,            5,            3,            1,            
3.584,        3.214,        3.214,        5,            5,            3,            4.954,        
3.13,         3.214,        3.214,        5,            5,            3,            6.036,        

1,            1,            1,            5,            5,            3,            1,            
3.584,        3.214,        3.214,        5,            5,            3,            4.954,        
3.13,         3.214,        3.214,        5,            5,            3,            6.036,        

1,            1,            1,            5,            5,            3,            1,            
0.501,        2.429,        8.409,        5,            5,            3,            4.954,        
1.194,        4.19,         11.882,       5,            5,            3,            6.036,        

1,            3.214,        3.214,        5,            5,            3,            1,            
0.2,          2,            6,            5,            5,            3,            4.954,        
0.2,          2,            6,            5,            5,            3,            6.036,        

1,            3.214,        3.214,        5,            5,            3,            1,            
0.501,        3.214,        3.214,        5,            5,            3,            4.954,        
1.194,        3.214,        3.214,        5,            5,            3,            6.036,        

1,            3.214,        3.214,        5,            5,            3,            1,            
0.501,        3.214,        3.214,        5,            5,            3,            4.954,        
1.194,        3.214,        3.214,        5,            5,            3,            6.036,        

1,            3.214,        3,            5,            5,            3,            1,            
3.584,        3.214,        3,            5,            5,            3,            4.954,        
3.13,         3.214,        3,            5,            5,            3,            6.036,        

1,            3.214,        3.214,        5,            5,            3,            1,            
3.584,        3.214,        3.214,        5,            5,            3,            4.954,        
3.13,         3.214,        3.214,        5,            5,            3,            6.036,        

1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            

1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            

7,            3,            6,            5,            5,            3,            1,            
7,            3,            6,            5,            5,            3,            4.954,        
7,            3,            6,            5,            5,            3,            6.036,        

1,            3.214,        3.214,        5,            5,            3,            1,            
1.194,        4.8,          4.8,          5,            5,            3,            4.954,        
1.194,        4.8,          4.8,          5,            5,            3,            6.036,        

1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1,            
1,            1,            1,            5,            5,            3,            1
];
