real main.seccement[27](ttax)= [
0,            2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          2.6,          
100,          3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            3,            
500,          4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            4,            
1000,         7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          7.5,          
4000,         8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5,          8.5
];
