real main.Gamma_Global[27,3,7] =
1,            1,            1,            1,            1,            0.808,        1,            
1,            1,            1,            1,            1,            0.808,        1,            
1,            1,            1,            1,            1,            0.808,        1,            

1,            1,            1,            1,            1,            0.808,        1,            
1,            1,            1,            1,            1,            0.808,        1,            
1,            1,            1,            1,            1,            0.808,        1,            

0.321,        0.06,         0.01,         1,            1,            0.212,        1,            
0.1,          0.06,         0.01,         2.313,        1.473,        0.212,        1.122,        
0.1,          0.06,         0.01,         2.311,        1.678,        0.212,        1.01,         

1,            0.04,         0.03,         1,            1,            0.212,        1,            
0.221,        0.04,         0.03,         2.313,        1.473,        0.212,        1.122,        
0.221,        0.04,         0.03,         2.311,        1.678,        0.212,        1.01,         

1,            0.06,         0.06,         1,            1,            0.212,        1,            
3.668,        0.06,         0.06,         2.313,        1.473,        0.212,        1.122,        
4.144,        0.06,         0.06,         2.311,        1.678,        0.212,        1.01,         

1,            0.1,          0.03,         1,            1,            0.212,        1,            
0.221,        0.1,          0.03,         2.313,        1.473,        0.212,        1.122,        
0.221,        0.1,          0.03,         2.311,        1.678,        0.212,        1.01,         

1,            0.22,         0.22,         1,            1,            0.212,        1,            
3.668,        2.85,         0.22,         2.313,        1.473,        0.212,        1.122,        
4.144,        2.463,        0.22,         2.311,        1.678,        0.212,        1.01,         

1,            0.06,         0.06,         1,            1,            0.212,        1,            
0.321,        0.06,         0.06,         2.313,        1.473,        0.212,        1.122,        
0.72,         0.06,         0.06,         2.311,        1.678,        0.212,        1.01,         

1,            0.06,         0.22,         1,            1,            0.212,        1,            
0.321,        0.06,         0.22,         2.313,        1.473,        0.212,        1.122,        
0.72,         0.06,         0.22,         2.311,        1.678,        0.212,        1.01,         

1,            0.06,         0.06,         1,            1,            0.212,        1,            
3.668,        0.06,         0.06,         2.313,        1.473,        0.212,        1.122,        
4.144,        0.06,         0.06,         2.311,        1.678,        0.212,        1.01,         

1,            1,            1,            1,            1,            0.212,        1,            
1,            1,            1,            1,            1,            0.212,        1,            
1,            1,            1,            1,            1,            0.212,        1,            

1,            0.1,          0.1,          1,            1,            0.212,        1,            
1,            0.1,          0.1,          1,            1,            0.212,        1,            
1,            0.1,          0.1,          1,            1,            0.212,        1,            

1,            0.22,         0.22,         1,            1,            0.212,        1,            
0.321,        0.15,         0.06,         2.313,        1.473,        0.212,        1.122,        
0.72,         0.15,         0.06,         2.311,        1.678,        0.212,        1.01,         

1,            1,            1,            1,            1,            0.212,        1,            
1,            0.1,          0.1,          2.313,        1.473,        0.212,        1.122,        
1,            0.1,          0.1,          2.311,        1.678,        0.212,        1.01,         

1,            1,            1,            1,            1,            0.212,        1,            
1,            0.1,          0.1,          2.313,        1.473,        0.212,        1.122,        
1,            0.1,          0.1,          2.311,        1.678,        0.212,        1.01,         

1,            1,            1,            1,            1,            0.212,        1,            
1,            0.1,          0.1,          2.313,        1.473,        0.212,        1.122,        
1,            0.1,          0.1,          2.311,        1.678,        0.212,        1.01,         

1,            1,            1,            1,            1,            0.212,        1,            
3.668,        2.85,         1.268,        2.313,        1.473,        0.212,        1.122,        
4.144,        2.463,        1.461,        2.311,        1.678,        0.212,        1.01,         

1,            0.06,         0.06,         1,            1,            0.212,        1,            
0.221,        0.36,         0.22,         2.313,        1.473,        0.212,        1.122,        
0.221,        0.32,         0.22,         2.311,        1.678,        0.212,        1.01,         

1,            0.22,         0.22,         1,            1,            0.212,        1,            
3.668,        0.22,         0.22,         2.313,        1.473,        0.212,        1.122,        
4.144,        0.22,         0.22,         2.311,        1.678,        0.212,        1.01,         

1,            0.22,         0.22,         1,            1,            0.212,        1,            
3.668,        0.3,          0.9,          2.313,        1.473,        0.212,        1.122,        
4.144,        0.22,         0.7,          2.311,        1.678,        0.212,        1.01,         

1,            0.15,         0.015,        1,            1,            0.212,        1,            
0.321,        0.15,         0.015,        2.313,        1.473,        0.212,        1.122,        
0.72,         0.15,         0.015,        2.311,        1.678,        0.212,        1.01,         

1,            0.15,         0.03,         1,            1,            0.212,        1,            
0.321,        0.15,         0.03,         2.313,        1.473,        0.212,        1.122,        
0.72,         0.15,         0.03,         2.311,        1.678,        0.212,        1.01,         

1,            1,            1,            1,            1,            0.808,        1,            
1,            1,            1,            1,            1,            0.808,        1,            
1,            1,            1,            1,            1,            0.808,        1,            

1,            1,            1,            1,            1,            0.212,        1,            
1,            1,            1,            1,            1,            0.212,        1,            
1,            1,            1,            1,            1,            0.212,        1,            

1,            0.22,         0.22,         1,            1,            0.212,        1,            
1.5,          0.06,         0.06,         2.313,        1.473,        0.212,        1.122,        
1.5,          0.06,         0.06,         2.311,        1.678,        0.212,        1.01,         

1,            0.22,         0.22,         1,            1,            0.212,        1,            
0.321,        0.22,         0.22,         2.313,        1.473,        0.212,        1.122,        
4.144,        0.22,         0.22,         2.311,        1.678,        0.212,        1.01,         

1,            1,            1,            1,            1,            1,            1,            
1,            1,            1,            1,            1,            1,            1,            
1,            1,            1,            1,            1,            1,            1
;
