real main.UEC_alpha[27,11] =
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            3.197,        100,          4.8,          41.58,        60,           80,           50,           150,          
1,            1,            1,            1,            1,            1,            1,            1,            1,            1,            1
;
